LAST NAME;FIRST NAME;MIDDLE NAME;ENDING TO LAST NAME;BRANCH OF SERVICE;OFFICER OR ENLISTED INDIVIDUAL;ABBREVIATION OF RANK;CODE FOR GRADE AND PAY;CODES FOR OFFICERS AND ENLISTED PERSONNEL;INDICATES MEMBERSHIP IN A SPECIFIC CORPS;UNIT / COMMAND IDENTIFICATION CODE;RECOMMENDED AWARD;DUTY ASSIGNMENT;TYPE OF ACTION COMMENDED BY THE ORIGINATOR;NUMBER OF TIMES THIS AWARD HAS BEEN GIVEN;START OF AWARD MERIT PERIOD;END OF AWARD MERIT PERIOD;NUMBER OF MONTHS IN MERIT AWARD PERIOD;INDICATOR FOR DISPLAYING MERIT_START_DATE AND MERIT_END_DATE ON REPORTS;GEOGRAPHIC AREA IN WHICH THE AWARD WAS EARNED;DATE AWARD RECOMMENDED;NAME OF AWARD ENDORSED BY CHIEF OF NAVAL OPERATIONS OR COMMANDANT OF THE MARINE CORPS;DATE ENDORSER SIGNS CASE;NAME OF APPROVED AWARD;AWARDING AUTHORITY CODE;DATE AWARD APPROVED;PARTICIPATING COMMANDS IDENTIFICATION;MULITIPLE RECORD IDENTIFICATION;DATE FROM COMMANDANT OF THE MARINE CORPS;MONTH, DAY, AND YEAR RECORD WAS ENTERED;TIME RECORD WAS ENTERED;MONTH, DAY, AND YEAR RECORD WAS MODIFIED;TIME RECORD WAS MODIFIED
DEUTERMANN;HAROLD;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;1963;SILVER STAR MEDAL;;HEROIC;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/02/1944;539272;;;07/15/1988;163800;10/15/1992;54200
KIBBE;RICHARD;L;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/24/1944;540925;;;07/15/1988;163800;09/27/1992;222600
GARDES;ALFRED;W;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5249;LEGION OF MERIT;;MERITORIOUS;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;12/03/1944;542558;;;07/15/1988;163900;09/27/1992;234500
VINOCK;ELI;;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;10/01/1944;10/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/30/1944;543053;;;07/15/1988;163900;10/15/1992;102500
LEE;KENT;L;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;1310;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;2;10/12/1944;10/12/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/20/1944;488821;;;07/15/1988;162600;09/13/1988;103100
BOYUM;JOHN;HOAG;;NAVY;OFFICER;;Lieutenant OR Captain;;;6984;DISTINGUISHED FLYING CROSS;;HEROIC;1;10/12/1944;10/12/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/09/1944;544348;;;07/15/1988;163900;09/28/1992;5200
GADDIS;WALTER;D;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;BRONZE STAR MEDAL;;HEROIC;1;10/13/1944;10/13/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;11/15/1944;431739;;;07/15/1988;161600;09/13/1988;102100
GRALLA;ARTHUR;R;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;10/14/1944;10/14/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/27/1944;94480;;;07/15/1988;145500;09/13/1988;91900
DICKES;ORVAL;C;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;10/14/1944;10/14/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/27/1944;544418;;;07/15/1988;163900;09/28/1992;5500
GREENLEE;PLEAS;E;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;AIR MEDAL-STRIKE/FLIGHT;;MERITORIOUS;1;10/16/1944;10/16/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-STRIKE/FLIGHT;COMMARFORPAC - COMMANDING GENERAL US MARINE CORPS FORCES PAC;12/23/1944;549512;;;07/15/1988;164000;09/28/1992;22300
CARSON;JOSEPH;M;;NAVY;OFFICER;;Colonel;;;5249;NAVY CROSS;;HEROIC;1;10/24/1944;10/24/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;12/16/1944;548636;;;07/15/1988;164000;09/28/1992;20000
LOCHER;JAMES;R;;NAVY;ENLISTED;;Boatswain's Mate OR Gunner's Mate OR Machinery Technician OR Radioman Second Class OR Sergeant OR Storekeeper Second Class;;;5259;DISTINGUISHED FLYING CROSS;;HEROIC;1;10/24/1944;10/24/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;10/30/1944;561012;;;07/15/1988;164300;09/28/1992;143700
SMOOT;ROLAND;NESB;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5249;NAVY CROSS;;HEROIC;1;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;12/07/1944;538355;;;07/15/1988;163700;09/27/1992;204600
SYLVESTER;JOHN;;;NAVY;OFFICER;;Major General;;;5249;LEGION OF MERIT (WITH COMBAT V);;MERITORIOUS;2;10/25/1944;10/25/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);COMSEVENTHFLT - COMMANDER SEVENTH FLEET;12/07/1944;538938;;;07/15/1988;163700;10/15/1992;51700
SHARRAI;ROBERT;E;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;DISTINGUISHED FLYING CROSS;;MERITORIOUS;1;11/05/1944;11/05/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;DISTINGUISHED FLYING CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;12/28/1944;420407;;;07/15/1988;161400;09/13/1988;101900
DONAHO;GLYNN;R;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5246;SILVER STAR MEDAL;;HEROIC;2;12/15/1944;12/15/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/14/1944;46778;;;07/15/1988;144700;09/13/1988;91000
WRIGHT;JERAULD;;;NAVY;OFFICER;;Colonel;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;02/22/1964;02/22/1964;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;07/12/1944;534575;;;07/15/1988;163700;10/14/1992;191500
SCHUMACHER;VINCEN;;;NAVY;OFFICER;LIEUTENANT COMMANDER;Lieutenant Commander OR Major;;;5259;SILVER STAR MEDAL;;HEROIC;2;12/03/1983;12/03/1983;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;09/03/1944;543075;;;07/15/1988;163900;07/19/1999;115700
BEHRENS;WILLIAM;W;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;5259;SILVER STAR MEDAL;;HEROIC;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/25/1945;141895;;;07/15/1988;150400;09/13/1988;92700
BARRETT;JOHN;M;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;SILVER STAR MEDAL;;HEROIC;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/25/1945;176305;;;07/15/1988;151000;09/13/1988;93300
REICH;ELI;THOMAS;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY CROSS;;HEROIC;3;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/25/1945;402291;;;07/15/1988;161100;09/13/1988;101600
COOPER;CLIFFORD;S;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;SILVER STAR MEDAL;;Undefined Code;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/16/1945;539091;;;07/15/1988;163800;09/27/1992;211200
LEVERTON;JOSEPH;W;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5249;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;01/05/1945;540594;;;07/15/1988;163800;09/27/1992;221100
BAGBY;OLIVER;WALT;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/21/1945;542813;;;07/15/1988;163900;09/27/1992;235200
BAGBY;OLIVER;WALT;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;SILVER STAR MEDAL;;HEROIC;2;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/16/1945;542818;;;07/15/1988;163900;09/27/1992;235200
ANDREWS;JAMES;G;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;2;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/25/1945;543016;;;07/15/1988;163900;09/28/1992;600
DWYER;CARL;R;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;SILVER STAR MEDAL;;HEROIC;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/21/1945;543035;;;07/15/1988;163900;09/28/1992;700
HINGSON;JAMES;M;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;;;0;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/21/1945;543437;;;07/15/1988;163900;09/28/1992;2100
CURTS;MAURICE;E;;NAVY;OFFICER;;Colonel;;;5255;BRONZE STAR MEDAL;;MERITORIOUS;1;01/01/1940;08/01/1942;32;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/07/1945;538065;;;07/15/1988;163700;09/27/1992;203600
HENRY;THOMAS;H;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;6296;SILVER STAR MEDAL;;HEROIC;1;12/01/1941;03/01/1942;4;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;SECNAV;01/01/1945;541724;;;07/15/1988;163800;09/27/1992;231200
CRENSHAW;RUSSELL;;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;LEGION OF MERIT (WITH COMBAT V);;MERITORIOUS;1;12/01/1941;08/01/1943;21;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/17/1945;549580;;;07/15/1988;164000;10/15/1992;203600
GUEST;WILLIAM;S;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;02/01/1942;02/01/1942;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/05/1945;176043;;;07/15/1988;151000;09/13/1988;93300
LYNDON;DENNIS;C;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;LEGION OF MERIT;;MERITORIOUS;1;09/01/1942;08/01/1943;12;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT (WITH COMBAT V);CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/23/1945;541549;;;07/15/1988;163800;09/27/1992;230000
BEARDSLEY;GEORGE;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;12/01/1942;12/01/1944;25;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/27/1945;539495;;;07/15/1988;163800;10/15/1992;55600
HESTER;LEO;C;;NAVY;ENLISTED;;Boatswain's Mate OR Gunner's Mate OR Machinery Technician OR Radioman Second Class OR Sergeant OR Storekeeper Second Class;;;5259;AIR MEDAL-STRIKE/FLIGHT;;MERITORIOUS;1;03/01/1943;12/01/1943;10;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-STRIKE/FLIGHT;SECNAV;02/15/1945;554917;;;07/15/1988;164200;09/28/1992;70300
RINDSKOPF;MAURICE;;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;SILVER STAR MEDAL;;HEROIC;1;07/01/1943;07/01/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/09/1945;94585;;;07/15/1988;145500;09/13/1988;91900
CRENSHAW;RUSSELL;;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;SILVER STAR MEDAL;;HEROIC;1;08/06/1943;08/06/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/17/1945;549581;;;07/15/1988;164000;10/15/1992;203600
MASSEY;FORSYTH;;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;09/18/1943;09/18/1943;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/11/1945;540480;;;07/15/1988;163800;10/15/1992;72200
FROST;LAURENCE;H;;NAVY;OFFICER;;Colonel;;;5259;LEGION OF MERIT;;MERITORIOUS;1;10/01/1943;02/01/1945;17;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/28/1945;538842;;;07/15/1988;163700;09/27/1992;210300
MCMANES;KEMORE;M;;NAVY;OFFICER;;Colonel;;;5249;LEGION OF MERIT;;MERITORIOUS;1;12/01/1943;10/01/1944;11;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/09/1945;538295;;;07/15/1988;163700;09/27/1992;204300
MILLER;HENRY;L;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;4109;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;01/01/1944;02/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/14/1945;541288;;;07/15/1988;163800;09/27/1992;224800
LYNCH;JOHN;J;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;1820;LEGION OF MERIT;;MERITORIOUS;1;01/01/1944;01/01/1945;13;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;LEGION OF MERIT;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/22/1945;541669;;;07/15/1988;163800;09/27/1992;230800
TAYLOR;JESSE;;;NAVY;ENLISTED;;Boatswain's Mate OR Gunner's Mate OR Machinery Technician OR Radioman Second Class OR Sergeant OR Storekeeper Second Class;;;5259;NAVY AND MARINE CORPS COMMENDATION MEDAL;;MERITORIOUS;1;01/01/1944;01/01/1945;13;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY AND MARINE CORPS COMMENDATION MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/03/1945;556340;;;07/15/1988;164200;10/16/1992;11700
HAGERMAN;GEORGE;M;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;02/01/1944;06/01/1944;5;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/25/1945;549571;;;07/15/1988;164000;09/28/1992;22500
DYBDAL;VICTOR;A;;NAVY;OFFICER;;Lieutenant Commander OR Major;;;5255;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;03/01/1944;10/01/1944;8;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/16/1945;386547;;;07/15/1988;160800;09/13/1988;101300
MILLER;HENRY;L;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;4109;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;2;04/01/1944;04/01/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/16/1945;541292;;;07/15/1988;163800;09/27/1992;224800
CALVERT;JAMES;F;;NAVY;OFFICER;;Lieutenant (Junior Grade) OR First Lieutenant;;;2990;SILVER STAR MEDAL;;HEROIC;2;06/01/1944;07/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/08/1945;238332;;;07/15/1988;152100;09/13/1988;94400
LEE;JOHN;M;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;2;06/01/1944;07/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/25/1945;446017;;;07/15/1988;161800;09/13/1988;102300
BROWN;CHARLES;RAN;;NAVY;OFFICER;;Colonel;;;5259;BRONZE STAR MEDAL (WITH COMBAT 'V');;MERITORIOUS;1;06/01/1944;08/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL (WITH COMBAT 'V');CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/10/1945;534683;;;07/15/1988;163700;09/27/1992;195700
MINER;JOHN;ODGERS;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5259;SILVER STAR MEDAL;;HEROIC;1;06/01/1944;11/01/1944;6;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/17/1945;540493;;;07/15/1988;163800;09/27/1992;220600
BANKS;WILLIAM;R;;NAVY;OFFICER;;Lieutenant OR Captain;;;5249;BRONZE STAR MEDAL;;MERITORIOUS;1;06/01/1944;07/01/1944;2;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;02/08/1945;551574;;;07/15/1988;164100;09/28/1992;40100
SHEA;JOHN;D;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;AIR MEDAL-INDIVIDUAL ACTION;;MERITORIOUS;1;06/22/1944;06/22/1944;1;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;AIR MEDAL-INDIVIDUAL ACTION;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/05/1945;395900;;;07/15/1988;161000;09/13/1988;101500
DONAHO;GLYNN;R;;NAVY;OFFICER;;Commander OR Lieutenant Colonel;;;5246;NAVY CROSS;;HEROIC;1;07/01/1944;09/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;NAVY CROSS;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;01/05/1945;46774;;;07/15/1988;144700;09/13/1988;91000
MCCARTY;LINDSAY;C;;NAVY;OFFICER;;Lieutenant OR Captain;;;5259;BRONZE STAR MEDAL;;MERITORIOUS;1;07/01/1944;10/01/1944;4;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;BRONZE STAR MEDAL;CINCPACFLT - COMMANDER IN CHIEF  U.S. PACIFIC FLEET;02/26/1945;331384;;;07/15/1988;153600;09/13/1988;100100
TRAYLOR;JAMES;T;;NAVY;OFFICER;;Lieutenant OR Captain;;;5249;SILVER STAR MEDAL;;HEROIC;1;07/01/1944;09/01/1944;3;DISPLAY MONTH & YEAR;PACIFIC AREA (Japan, Philippines, Australia, China, Thailand, Korea, Guam, COMPACFLT);;;;SILVER STAR MEDAL;COMSEVENTHFLT - COMMANDER SEVENTH FLEET;01/01/1945;551543;;;07/15/1988;164100;09/28/1992;40000
